body,published_on,source,tags,title
"Key Highlights ADA price moved down recently and traded close to the $0.2900 level against the US Dollar (tethered). There is a significant bearish trend line in place with resistance at $0.3200 on the hourly chart of the ADA/USD pair (data feed via Bittrex). The pair may correct higher in the short term, but the...The post Cardano Price Technical Analysis – ADA/USD Support Turned Resistance appeared first on NewsBTC.",2018-05-09 08:00:37,newsbtc,Analysis|Technical|ADA|ADA/USD|Cardano|Cardano price|Cardano price Analysis|Cardano price Chart,Cardano Price Technical Analysis – ADA/USD Support Turned Resistance
The company Weiss Cryptocurrency Ratings has given a glowing review of &#39;High-rated&#39; coins this week. It also highlights the current risks investors face from imitation coins currently on the market.,2018-05-08 18:30:05,cryptoglobe,,"Weiss Ratings Gives Glowing Report To NEO, Cardano EOS: Flushes Out Scams"
The ranging scenario continues in the short-term for Cardano. The break of the $0.3200 critical zone was made possible by the bears&#39; pressure but the momentum was lost.,2018-05-08 10:00:00,cryptoglobe,,Cardano Price Analysis - May 8
"A popular Portuguese tech publication, Pplware, recently started investing in cryptocurrency, after asking its readers for feedback on which tokens it should buy. The publication made its move now, as it argues the ecosystem is now more stable than what it was in late 2017, when most cryptocurrencies hit a new all-time high, and subsequentlyThe post Popular Portuguese Tech Publication Starts Investing in Cryptocurrencies appeared first on CCN",2018-05-08 08:21:58,ccn,Altcoin News|News|Binance|Cardano|coinbase|cryptocurrencies|ICON|Pplware,Popular Portuguese Tech Publication Starts Investing in Cryptocurrencies
Following the markets? See what orders to place in our latest price analysis,2018-05-07 23:38:11,cointelegraph,Altcoin|Bitcoin Price|Ethereum Price|Bitcoin Cash|Ripple|Stellar|Litecoin|Cardano|IOTA|EOS|Price Analysis,"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, IOTA, EOS: Price Analysis, May 07"
EOS and Cardano have announced someRead More &#8594;The post EOS vs Cardano &#8211; Are they Really &#8220;Sleeping Giants&#8221;? appeared first on Crypto Core Media.,2018-05-07 13:19:12,cryptocoremedia,Cardano|crypto-platform|DApps|EOS|News|C++|dApps|Haskell,EOS vs Cardano – Are they Really “Sleeping Giants”?
Key Highlights ADA price started a fresh downside move and declined below the $0.3500 support against the US Dollar (tethered). There was a break below a key bullish trend line with support at $0.3600 on the hourly chart of the ADA/USD pair (data feed via Bittrex). The pair is currently testing a major support at...The post Cardano Price Technical Analysis – ADA/USD At Risk of More Losses appeared first on NewsBTC.,2018-05-07 08:00:59,newsbtc,Analysis|Technical|ADA|ADA/USD|Cardano|Cardano price|Cardano price Analysis|Cardano price Chart,Cardano Price Technical Analysis – ADA/USD At Risk of More Losses
Cardano continues ranging in the short-term. The bullish grip of the market was lost and the bears set in to push Cardano into the range.,2018-05-07 08:00:00,cryptoglobe,,Cardano Price Analysis - May 7
Use of blockchain will help to optimize the operations of the agri-tech sector of Ethiopia simultaneously reducing frauds and improving the accountability. The post Ethiopian Ministry and Cardano Join Hands to Implement Blockchain Tech And Track Coffee Exports appeared first on CoinSpeaker.,2018-05-07 06:52:12,coinspeaker,News,Ethiopian Ministry and Cardano Join Hands to Implement Blockchain Tech And Track Coffee Exports
"Blockchain pioneer Charles Hoskinson&#8217;s latest project involves putting the birthplace of coffee on the blockchain. Hoskinson, who co-founded Ethereum and is at the helm at smart-contract fueled decentralized blockchain startup Cardano, has signed a memorandum of understanding (MOU) with Ethiopia&#8217;s Ministry of Science and Technology for ag-tech development on the public ledger. The arrangement tasksThe post Cardano to Help Ethiopia Grow Coffee Using Blockchain Tech appeared first on CCN",2018-05-06 13:08:31,ccn,Blockchain News|News|Cardano|Charles Hoskinson|Ethiopia,Cardano to Help Ethiopia Grow Coffee Using Blockchain Tech
"Cardano’s long-term outlook remains bullish. This week’s opening price is $0.03657, against last week’s opening price of $0.03563. This signifies more buyers are likely going to take a position in the market as the week goes by.",2018-05-06 13:00:27,cryptoglobe,,Cardano Long-Term Price Analysis
"The BTC markets have rallied to test resistance at the $10,000 area. Despite gaining 60% in just four weeks, BTC&#8217;s recent gains have been significantly overshadowed by those produced by many top performing cryptocurrency markets, including Bitcoin Cash &#8211; which has gained more than 225% since it&#8217;s early April lows. Also Read: Markets Update: BCH Prices [&#8230;]The post Markets Update: BTC Resistance at $10,000 Holds, Gains Dwarfed by Alternative Markets appeared first on Bitcoin News.",2018-05-06 12:15:38,bitcoin.com,Markets and Prices|$10000|ada|Altcoins|Alternative|BCH|Bitcoin|bitcoin cash|BTC|Cardano|Dwarfed|EOS|ETH|Ethereum|Gains|Holds|IoT|IOTA|Markets|MIOTA|N-Economy|resistance|Stellar|STR|update|XLM,"Markets Update: BTC Resistance at $10,000 Holds, Gains Dwarfed by Alternative Markets"
"In a small village in Ukraine, all residents are now owners of cryptocurrency, thanks to an initiative by the head of the village council. Cryptocurrencies, such as bitcoin and ether, can also be used in the village to purchase items such as eggs, lard, meat, and milk. Also read: Yahoo! Japan Confirms Entrance Into the Crypto Space [&#8230;]The post Everyone in This Village Now Owns Cryptocurrency appeared first on Bitcoin News.",2018-05-05 14:04:23,bitcoin.com,Finance|ada|Bitcoin|BTC|budget|Cardano|Central Bank|crypto|Cryptocurrencies|Cryptocurrency|Digital Currency|ETH|ether|fund|golosnoy|invest|N-Economy|nbu|Ukraine|ukrainian|village|villager|Virtual Currency,Everyone in This Village Now Owns Cryptocurrency
"In a post earlier this week on its official website, Weiss Cryptocurrency Ratings praised some of the market&#8217;s best altcoins — but shared some harsh words in regards to Bitcoin and ZCash forks. Stick to the Winners It has been a rather enjoyable last few weeks in the cryptocurrency market, with Bitcoin and virtually every altcoin enjoying rather solid turnarounds — signaling increased confidence in what had been an otherwise bearish marketplace. As noted byRead MoreThe post Weiss Ratings Praises Cardano, NEO, and EOS — Cautions Against Bitcoin Forks appeared first on Bitcoinist.com.",2018-05-05 07:45:42,bitcoinist,Altcoin News|Bitcoin|Companies|News|News teaser|bitcoin cash|Cardano|EOS|Everett Forth|forks|Neo|Rhett Creighton|Weiss Ratings,"Weiss Ratings Praises Cardano, NEO, and EOS — Cautions Against Bitcoin Forks"
"The developers of Cardano have signed an MOU with the Ethiopian government, which states that Cardano’s blockchain will be used by the nation’s Agritech industry. Ethiopia is among East Africa’s fastest-growing economies, so this initiative should be one to follow closely.",2018-05-04 19:15:20,cryptoglobe,,Cardano’s Blockchain to be Used in Ethiopia’s Agritech Industry
Cardano is ranging in the short-term. The bulls lost grip temporarily and the bears took advantage of this to force price down to the $0.3600 critical demand zone,2018-05-04 15:45:07,cryptoglobe,,Cardano Price Analysis - May 4
"                        Blockchain technology holds great promise in Ethiopia, the largest coffee producer in Africa, but getting a foothold in the country is a challenge due its constraining bureaucracy. One blockchain company is finding inroads by directly collaborating with the government.IOHK, the company behind the Cardano blockchain, has announced a partnership with the government of Ethiopia to explore how blockchain technology could benefit the country. As part of that, IOHK is offering to train up to 100 Ethiopian software developers in the Haskell programming language.On Thursday, May 3, 2018, Charles Hoskinson, CEO at IOHK, signed a memorandum of understanding (MOU) with Minister Getahun Mekuria Kuma, representing an official partnership with the Ethiopian Ministry of Science and Technology. The signing took place during a blockchain forum held at the ministry. “Today is a great day in Ethiopia,” the minister said in speaking to forum attendees. He hinted that the greatest use case for blockchain technology would be tracking the country’s main export. “In Ethiopia, we have been working on the possibility of adopting blockchain for marketing of agricultural products, especially for coffee,” he said.Government buy-in is crucial to establishing any large scale business or technology in Ethiopia. “If you don’t have it, it is not really going to happen,” John O’Connor, director of African operations at IOHK, told Bitcoin...",2018-05-04 15:43:33,bitcoinmagazine,Bitcoin|Adoption,“Where Coffee Just Grows”: Connecting Ethiopian Agritech to the Blockchain
"Key Highlights ADA price traded as high as $0.3883 before starting a downside correction against the US Dollar (tethered). There is a significant bullish trend line in place with support at $0.3550 on the hourly chart of the ADA/USD pair (data feed via Bittrex). The pair is approaching the $0.3550-0.3500 support area, which is likely...The post Cardano Price Technical Analysis – ADA/USD Approaching Key Support appeared first on NewsBTC.",2018-05-04 08:00:22,newsbtc,Analysis|Technical|ADA|ADA/USD|Cardano|Cardano price|Cardano price Analysis|Cardano price Chart,Cardano Price Technical Analysis – ADA/USD Approaching Key Support
Cardano CEO Charles Hoskinson signed an agreement with the Ethiopian Ministry of Science and Technology to train devs to use ADA blockchain in agritech,2018-05-04 03:49:27,cointelegraph,Blockchain|Africa|Cardano,Ethiopian Gov’t Signs Agreement With Cardano To Introduce Blockchain In Agritech
The bulls continue their takeover of Cardano in the short-term. The fourth touches at the $0.3600 supply area resulted to in breakout as predicted yesterday and a retest of $0.3800 was made.,2018-05-03 14:25:47,cryptoglobe,,Cardano Price Analysis - May 3
"The cryptocurrency market has recorded strong gains once again over the past 24 hours, as the valuation of the market broke the $440 billion, moving one step closer to the $0.5 trillion region. Bitcoin, Ethereum, Cardano, Bitcoin Cash, and other major cryptocurrencies demonstrated large short-term gains. Ethereum Leads Market The price of Ether, the native &#8230; ContinuedThe post Major Cryptocurrencies Record Strong Gains, Ethereum Price up 7%, Bitcoin at $9,300 appeared first on CCN",2018-05-03 06:14:06,ccn,Altcoin News|News|Bithumb|Ether|Ethereum News|golem|Ontology|token|WanChain,"Major Cryptocurrencies Record Strong Gains, Ethereum Price up 7%, Bitcoin at $9,300"
"The latest price analysis: while regulators can’t decide how to define cryptocurrencies, the market is reassuring its positions",2018-05-02 20:13:48,cointelegraph,Altcoin|Bitcoin Price|Ethereum Price|Bitcoin Cash|Ripple|Stellar|Litecoin|Cardano|TRON|EOS|Price Analysis,"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, TRON, EOS: Price Analysis, May 02"
April wasn't exactly a stellar month for crypto assets – that said there were strong gains to be had for those willing to wade into riskier waters.,2018-05-02 17:05:09,coindesk,Markets|News|Markets News|Prices|EOS|Cryptocurrencies|Cardano,"EOS, TRX, ADA: April's Crypto Winners Saw Over 100% Gains"
"The bulls stage a comeback for Caradno in the short-term. The critical demand zone at $0.3200 was difficult for the bears to break, as they remain within the $0.3330 demand area.",2018-05-02 12:15:00,cryptoglobe,,Cardano Price Analysis - May 2
Key Highlights ADA price held the $0.3200 support level and recovered nicely against the US Dollar (tethered). There is a crucial bullish trend line forming with support at $0.3350 on the hourly chart of the ADA/USD pair (data feed via Bittrex). The pair is on the move and it could extend gains above the $0.3600...The post Cardano Price Technical Analysis – ADA/USD Could Extend Gains appeared first on NewsBTC.,2018-05-02 08:00:29,newsbtc,Analysis|Technical|ADA|ADA/USD|Cardano|Cardano price|Cardano price Analysis|Cardano price Chart,Cardano Price Technical Analysis – ADA/USD Could Extend Gains
The bears have taken over Cardano in the short-term. The price kept forming higher lows and lower highs that are downtrend characteristics.,2018-05-01 18:15:00,cryptoglobe,,Cardano Price Analysis - May 1
Charles Hoskinson is a legendary cryptocurrencyRead More &#8594;The post Charles Hoskinson &#8211; Man Behind Cardano appeared first on Crypto Core Media.,2018-05-01 13:13:33,cryptocoremedia,BitShares|Blockchain|Cardano|News|Uncategorized|Bitshares|Cardano (ADA)|Charles Hoskinson|Ethereum|Ethereum Classic,Charles Hoskinson – Man Behind Cardano
"Top performing cryptocurrencies in April were Tron, EOS and Cardano. While Litecoin, Binance Coin and Monero have shown the slowest recovery. Another month has passed in the world of crypto and it is time to take a look at the winners and losers over the past 30 days. April has generally been a pretty good...The post End of Month Roundup: Cryptocurrency Winners and Losers in April appeared first on NewsBTC.",2018-05-01 13:00:59,newsbtc,Altcoins|Crypto|Fundamental|April|cryptocurrency|losers|Market Cap|markets|Winners,End of Month Roundup: Cryptocurrency Winners and Losers in April
Tron is in the game! Check what other cryptos are up to,2018-05-01 03:18:10,cointelegraph,Bitcoin|Ethereum|Bitcoin Cash|Ripple|Stellar|Litecoin|Cardano|TRON|EOS|Price Analysis,"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, TRON, EOS: Price Analysis, April 30"
Cardano looks bullish in the short-term. The bears&#39; impact that dragged the pair to a ranging scenario last week faded away as the bulls staged a comeback and drove the price to the $0.3800 supply area.,2018-04-30 11:00:00,cryptoglobe,,Cardano Price Analysis - April 30
"Key Highlights ADA price traded sharply higher and moved above the $0.3600 resistance level against the US Dollar (tethered). There is a short-term connecting bullish trend line forming with support at $0.3180 on the hourly chart of the ADA/USD pair (data feed via Bittrex). The pair is currently correcting lower, but it remains supported around...The post Cardano Price Technical Analysis – ADA/USD Surging Higher appeared first on NewsBTC.",2018-04-30 08:00:27,newsbtc,Analysis|Technical|ADA|ADA/USD|Cardano|Cardano price|Cardano price Analysis|Cardano price Chart,Cardano Price Technical Analysis – ADA/USD Surging Higher
"Cardano&#39;s uptrend continuation is certain, with $0.4600 supply area as the target. This was February&#39;s high on the 10th and a retest of the area is most probable.",2018-04-29 13:30:00,cryptoglobe,,Cardano Long-Term Price Analysis
"Crypto markets edge back into the green, making a recovery after a significant dip earlier this week #NEWS",2018-04-29 11:16:57,cointelegraph,Altcoin|Markets|Bitcoin Price|Ethereum Price|Cardano|EOS,Markets Edge Back Into The Green After Mid-Week Correction
"It seems all cryptocurrencies are still going through a bullish phase as of right now. With the Bitcoin Dominance Index on the decline, the altcoins are slowly making their mark on the industry. The Cardano price is a great example in this regard., as it has risen to $0.34 over the past few hours. A remarkable turn of events in the altcoin industry. Cardano Price Remains Bullish As is always the case when cryptocurrencies go through a bullish spell, there will be a brief correction afterward. In the case of the Cardano price, that correction has not been all that",2018-04-28 14:33:26,themerkle,Crypto|News|ADA|altcoin|Cardano Price,Cardano Price Targets $0.35 as South Korean Bulls Make Their Mark
"$40 trillion market cap? Yes, please! #PRICE_ANALYSIS",2018-04-28 12:57:23,cointelegraph,Altcoin|Bitcoin Cash|Ripple|Stellar|Litecoin|Cardano|IOTA|EOS|Price Analysis|Bitcoin Price|Ethereum Price,"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, IOTA, EOS: Price Analysis, April 28"
"According to Bloomberg, the creators of Ethereum, Cardano, and OmiseGo, some of the biggest public blockchain protocols and cryptocurrencies, are boycotting the largest cryptocurrency conference, Consensus, after a controversial report about OmiseGo’s surge in price was published on April 26. OmiseGo Controversy Consensus 2018 is the leading cryptocurrency conference, hosted by cryptocurrency media outlet CoinDesk. The event, which is often hosted in the second quarter of every year, attracts many of the most influential projects, developers, investors, and public figures in both the financial sector and cryptocurrency industry. However, Ethereum creators Vitalik Buterin and Charles Hoskinson, the OmiseGo team, and the Cosmos team",2018-04-27 13:00:43,themerkle,Crypto|News|Cardano|CoinDesk|COnsensus|Consensus 2016|Consensus 2018|Ethereum|Ethereum Classic|OmiseGO|Vitalik Buterin,"Ethereum, OmiseGo, and Cardano Creators are Boycotting Consensus 2018 After Controversy"
Cardano is still ranging in the short-term outlook. The price is within the $0.2950 supply zone and $0.2650 demand zone.,2018-04-27 10:30:00,cryptoglobe,,Cardano Price Analysis - April 27
Key Highlights ADA price corrected lower towards the $0.2560 support and then recovered against the US Dollar (tethered). There was a break above a short-term contracting triangle with resistance at $0.2750 on the hourly chart of the ADA/USD pair (data feed via Bittrex). The pair is currently trading near $0.2900 and the 100 hourly simple...The post Cardano Price Technical Analysis – ADA/USD Could Gain Further appeared first on NewsBTC.,2018-04-27 08:00:43,newsbtc,Analysis|Technical|ADA|ADA/USD|Cardano|Cardano price|Cardano price Analysis|Cardano price Chart,Cardano Price Technical Analysis – ADA/USD Could Gain Further
Cardano is ranging in the short-term outlook. The $0.2900 supply area and $0.2600 demand area are important areas as the price revolves around this region.,2018-04-26 11:30:00,cryptoglobe,,Cardano Price Analysis - April 26
A lot of great news for the crypto industry! How will the market react?🤔 #PRICE_ANALYSIS,2018-04-26 01:32:37,cointelegraph,Altcoin|Bitcoin Price|Ethereum Price|Bitcoin Cash|Ripple|Stellar|Litecoin|Cardano|NEO|EOS|Price Analysis,"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, NEO, EOS: Price Analysis, April 25"
"Cardano&#39;s bullish trend in the short term it&#39;s been threatened by the bears. Right from the test of the supply zone at $0.3200, the bears pushed the price to the $0.2600 demand area, below yesterday&#39;s lowest low of $0.2943.",2018-04-25 15:10:00,cryptoglobe,,Cardano Price Analysis - April 25
Key Highlights ADA price topped around the $0.3200 level and started a sharp downside correction against the US Dollar (tethered). There was a break below a major bullish trend line with support at $0.2900 on the hourly chart of the ADA/USD pair (data feed via Bittrex). The pair is currently trading near a key support...The post Cardano Price Technical Analysis – ADA/USD Testing Key Support appeared first on NewsBTC.,2018-04-25 08:00:12,newsbtc,Analysis|Technical|ADA|ADA/USD|Cardano|Cardano price|Cardano price Analysis|Cardano price Chart,Cardano Price Technical Analysis – ADA/USD Testing Key Support
"We asked, you voted. So here is some Cardano for you 🙌 #PRICE_ANALYSIS",2018-04-25 01:17:49,cointelegraph,Altcoin|Cardano|Price Analysis,"Weekly Price Overview: Cardano, April 24"
Cardano short-term outlook remains bullish. The demand zone at $0.2800 was very critical as price revolve around it and formed a nice double bottom.,2018-04-24 11:00:00,cryptoglobe,,Cardano Price Analysis - April 24
"All eyes on the crypto market 👀, as it’s moving up again! 🔥 #PRICE_ANALYSIS",2018-04-23 23:00:25,cointelegraph,Altcoin|Bitcoin Price|Ethereum Price|Bitcoin Cash|Ripple|Stellar|Litecoin|Cardano|NEO|EOS|Price Analysis,"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, NEO, EOS: Price Analysis, April 23"
"The uptrend momentum is valid for Cardano in the short-term. The $0.2864 day open was quite high but below the three moving averages crossover, which indicates the bears&#39; presence.",2018-04-23 11:15:00,cryptoglobe,,Cardano Price Analysis - April 23
Key Highlights ADA price started a downside correction after trading as high as $0.3103 against the US Dollar (tethered). There is a short-term bearish trend line forming with resistance at $0.2850 on the hourly chart of the ADA/USD pair (data feed via Bittrex). The pair remains supported on the downside around the $0.2650 and $0.2750...The post Cardano Price Technical Analysis – ADA/USD Could Bounce Back appeared first on NewsBTC.,2018-04-23 08:00:50,newsbtc,Analysis|Technical|ADA|ADA/USD|Cardano|Cardano price|Cardano price Analysis|Cardano price Chart,Cardano Price Technical Analysis – ADA/USD Could Bounce Back
Cardano upward movement will continue in the week ahead. A retest at the $0.300 supply area is expected and this will likely set up the bullish movement to the $0.3400 supply area.,2018-04-22 11:57:07,cryptoglobe,,Cardano Long-Term Price Analysis
"The crypto market looks good, doesn’t it? 😉 #PRICE_ANALYSIS",2018-04-21 06:31:52,cointelegraph,Altcoin|Bitcoin Price|Ethereum Price|Bitcoin Cash|Ripple|Stellar|Litecoin|Cardano|NEO|EOS,"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, NEO, EOS: Price Analysis, April 21"
Bitcoin may be inching up of late but the market for alternative cryptocurrencies remains a choppy sea of big winners and losers.,2018-04-20 15:45:53,coindesk,Markets|News|Bitcoin|Prices|Cryptocurrency,"Stellar Run: XLM, IOTA, ADA Spike in Good Week for Altcoins"
"Cardano&#39;s bullish trend in the short term was much expected, as analysed yesterday. The breakout to the upside from the range ($0.275 - $0.240) was predicted.",2018-04-20 12:00:00,cryptoglobe,,Cardano Price Analysis - April 20
Key Highlights ADA price gained upside momentum and settled above $0.2600 against the US Dollar (tethered). There is a rising channel forming with support around the $0.2650 level on the hourly chart of the ADA/USD pair (data feed via Bittrex). The pair remains in a strong uptrend and it could accelerate above the $0.3000 level...The post Cardano Price Technical Analysis – ADA/USD Accelerating Higher appeared first on NewsBTC.,2018-04-20 08:00:55,newsbtc,Analysis|Technical|ADA|ADA/USD|Cardano|Cardano price|Cardano price Analysis|Cardano price Chart,Cardano Price Technical Analysis – ADA/USD Accelerating Higher
"The bulls are back in town as a sea of green engulfs cryptocurrency portfolios everywhere — but is it too late to catch the wave of Bitcoin, Ethereum, and Cardano? All Aboard! Bitcoin is currently trading at $8,234.14, up 14.63 percent over the last week. As is generally the case, the rest of the cryptocurrency market has followed Bitcoin&#8217;s lead. Ethereum (ETH) is up 20.93 percent over the same time span, while Ripple (XRP) is up 35.03Read MoreThe post Are Bitcoin, Ethereum, and Cardano &#8216;Leaving the Station?&#8217; appeared first on Bitcoinist.com.",2018-04-19 18:30:04,bitcoinist,Altcoin News|Bitcoin|Bitcoin Price|Ethereum|Markets and Prices|News|News teaser|bitcoin|bitcoin price|Cardano,"Are Bitcoin, Ethereum, and Cardano ‘Leaving the Station?’"
Cardano is still ranging in the short term. It managed to break the supply area at $0.260 yesterday and pushed to $0.2755 earlier today.,2018-04-19 12:30:00,cryptoglobe,,Cardano Price Analysis - April 19
"Markets are in the green, what orders to place? #PRICE_ANALYSIS",2018-04-19 04:22:20,cointelegraph,Altcoin|Bitcoin Price|Ethereum Price|Bitcoin Cash|Ripple|Stellar|Litecoin|Cardano|NEO|EOS|Price Analysis,"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, NEO, EOS: Price Analysis, April 19"
Cardano is currently in a ranging situation. The pair is trading between the supply zone at $0.275 and the demand zone at $0.240.,2018-04-18 13:00:00,cryptoglobe,,Cardano Price Analysis - April 18
"Key Highlights ADA price corrected lower from the $0.2745 level, but downsides were limited against the US Dollar (tethered). There is a major bullish trend line forming with support near the $0.2400 level on the hourly chart of the ADA/USD pair (data feed via Bittrex). The pair is likely to find a strong buying interest...The post Cardano Price Technical Analysis – ADA/USD Remains Supported appeared first on NewsBTC.",2018-04-18 08:00:42,newsbtc,Analysis|Technical|ADA|ADA/USD|Cardano|Cardano price|Cardano price Analysis|Cardano price Chart,Cardano Price Technical Analysis – ADA/USD Remains Supported
"In the world of cryptocurrencies, there are always plenty of exciting developments to keep an eye on. Over the past 36 hours, it seemed as if all markets would enter a bear market once again, but things are not looking all that bad, for the time being. More specifically, all markets are still in the green, with Cardano noting some very strong gains. Cardano Price Continues to Rise It has become apparent April may be the moment in 2018 during which the negative cryptocurrency market momentum turns into an uptrend. While it&#8217;s still too early to draw any conclusions in",2018-04-17 09:13:53,themerkle,Crypto|News|ADA|altcoin|Cardano Price,Cardano Price Notes More Strong Gains as Value Surpasses $0.25
Nothing can be a better lift for a cryptocurrency than news that a major exchange will be listing it or expanding trading options. Exchanges do not come much bigger than Binance so the announcement posted on the company website an hour or so ago has given Cardano a long needed lift this morning. Cardano is...The post Cardano Climbs Higher as Binance Expands ADA Listings appeared first on NewsBTC.,2018-04-17 05:12:59,newsbtc,Altcoins|Fundamental|ADA|Binance|BNB|Cardano|USDT,Cardano Climbs Higher as Binance Expands ADA Listings
"FOMO Moments The bullish momentum has run out of steam and buying pressure has been exhausted this morning in Asia. Crypto markets have corrected slightly and there is more red than green on the board at the moment. Bitcoin has lost almost 2% but is still just above the key $8,000 level. Altcoins have largely...The post Asian Altcoin Trading Roundup: Top Cryptocurrency is Verge appeared first on NewsBTC.",2018-04-17 04:08:58,newsbtc,Altcoins|FOMO|Fundamental|ADA|Asian trading session|Cardano|FOMO moments|Verge|XVG,Asian Altcoin Trading Roundup: Top Cryptocurrency is Verge
The crypto markets are experiencing some uncertainty amidst bullish predictions by analysts. #MARKET_ANALYSIS,2018-04-16 19:49:51,cointelegraph,Bitcoin|Ethereum Price|Bitcoin Cash|Ripple|Stellar|Litecoin|Cardano|NEO|EOS|Price Analysis,"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, NEO, EOS: Price Analysis, April 16"
"The Cardano price posted a lonely advance on Monday, as the wider cryptocurrency markets slouched into an early-week slump and the Bitcoin price sunk below $8,000. Altogether, the cryptocurrency market cap shed about $13 billion, declining to $322 billion from $335 billion on Sunday for a single-day decline of 3.9 percent. Bitcoin Price Sinks BackThe post Cardano Price Leads Lonely Advance as Bitcoin Retreats Below $8,000 appeared first on CCN",2018-04-16 17:01:19,ccn,Altcoin Analysis|Altcoin Prices|Bitcoin Analysis|Bitcoin Price News|News|Bitcoin price|cardano price,"Cardano Price Leads Lonely Advance as Bitcoin Retreats Below $8,000"
"Crypto markets fall slightly, but crypto investors like Tim Draper and analysts like Tom Lee keep the high BTC predictions coming. #NEWS",2018-04-16 13:49:33,cointelegraph,Bitcoin|Ethereum Price|CoinMarketCap|Cardano|Tim Draper|Tom Lee|Wall Street|Altcoin News|Markets,"Crypto Markets See Slight Slump, While Crypto Investors Maintain High Predictions"
Cardano’s short-term outlook continues in the uptrend. The formation of a double top (bears signal) at the supply zone of $0.230 pushed the price down to the demand area at $0.213.,2018-04-16 11:30:57,cryptoglobe,,Cardano Price Analysis - April 16
"Earlier today, on April 16, the bitcoin price briefly remained above the $8,450 mark after recording a massive buy volume across major cryptocurrency exchanges. Cardano has surged by 11 percent as the second-best performer of the day and the market has come back to the $300 billion region. Independent Movements Throughout 2018, the vast majorityThe post Bitcoin Price Briefly Hits $8,400 and Cardano Surges 11% as Market Recovers appeared first on CCN",2018-04-16 10:45:52,ccn,Bitcoin Analysis|Bitcoin Price News|News|Cardano|ICON|ICX,"Bitcoin Price Briefly Hits $8,400 and Cardano Surges 11% as Market Recovers"
"Smart contracts platform Cardano rose 10% April 15 after China-based cryptocurrency exchange Huobi announced it would add its ADA token. Huobi Excites ADA Markets An update specified deposits would become available April 16 on the Huobi Pro international trading platform, with trading itself commencing a day later. Cardano, which founder Charles Hoskinson confirmed had debuted on the exchange, sparked fresh enthusiasm among traders this month after developer IOHK committed to a host of major upgrades.Read MoreThe post Cardano Gains 10% After Huobi Confirms Listing appeared first on Bitcoinist.com.",2018-04-16 09:00:52,bitcoinist,Altcoin News|Altcoin Price|Blockchain Technology|News|News teaser|altcoins|Cardano|Charles Hoskinson|huobi,Cardano Gains 10% After Huobi Confirms Listing
"Key Highlights ADA price moved in a bullish zone and is currently trading well above $0.2000 against the US Dollar (tethered). There was recently a break below a short-term ascending channel with support at $0.2200 on the hourly chart of the ADA/USD pair (data feed via Bittrex). The pair could move down, but it remains...The post Cardano Price Technical Analysis – ADA/USD Bullish above $0.20 appeared first on NewsBTC.",2018-04-16 08:00:50,newsbtc,Analysis|Technical,Cardano Price Technical Analysis – ADA/USD Bullish above $0.20
The week ahead  looks good for the bulls as the price of Cardano may likely get to the supply zone at $0.2500.A break and close above $0.2300 will definitely see Cardano in the moon.,2018-04-15 16:03:23,cryptoglobe,,Cardano Long-Term Price Analysis
"Most cryptocurrency markets are in the green, following a massive surge on Thursday. Now we should take a look at the charts to understand what will happen next. #PRICE_ANALYSIS",2018-04-13 18:11:51,cointelegraph,Bitcoin|Ethereum Price|Bitcoin Cash|Ripple|Stellar|Cardano|NEO|EOS|Price Analysis,"Bitcoin, Ethereum, Bitcoin Cash, Ripple, Stellar, Litecoin, Cardano, NEO, EOS: Price Analysis, April 13"
The bulls are really having a nice time in Cardano’s short-term outlook. They push price to a unique high of $0.2208 early this morning,2018-04-13 14:06:43,cryptoglobe,,Cardano Price Analysis - April 13
"Key Highlights ADA price moved sharply higher and cleared a major hurdle at $0.2000 against the US Dollar (tethered). There is a major bullish trend line forming with support at $0.2030 on the hourly chart of the ADA/USD pair (data feed via Bittrex). The pair may correct a few points in the near term, but...The post Cardano Price Technical Analysis – ADA/USD Settles Above $0.20 appeared first on NewsBTC.",2018-04-13 08:00:35,newsbtc,Analysis|Technical|ADA|ADA/USD|Cardano|Cardano price|Cardano price Analysis|Cardano price Chart,Cardano Price Technical Analysis – ADA/USD Settles Above $0.20
